phase,url,html_bytes,css_bytes,js_bytes,image_bytes,font_bytes,estimated_page_bytes,local_request_count,lcp_ms,cls,inp_ms,ttfb_ms,source,notes
after,https://robertdevore.com/introducing-shipping-multiple-addresses-for-woocommerce-free/,17559,163838,20135,777024,273860,1252416,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,221.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-site-vitals-for-wordpress/,19384,163838,20135,1514908,273860,1992125,17,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,205.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-slop-stopper-a-free-content-checker-for-wordpress/,15711,163838,20135,650018,273860,1123562,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,218.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-stats-for-wordpress/,17447,163838,20135,1354568,273860,1829848,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,201.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-table-block-enhancer-for-wordpress/,16723,163838,20135,3135502,273860,3610058,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,325.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-test-orders-for-woocommerce/,16527,163838,20135,911904,273860,1386264,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,357.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-the-phlush-permalinks-wordpress-plugin/,16565,163838,20135,583444,273860,1057842,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,340.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-the-prompts-library-a-playground-for-ai-creativity/,14708,163838,20135,153700,273860,626241,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,311.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-the-user-login-status-plugin-for-wordpress/,16892,163838,20135,146822,273860,621547,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,400.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-vertical-gallery-product-display-for-woocommerce/,16227,163838,20135,2094460,273860,2568520,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,400.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/introducing-widget-usage-tracker-for-elementor/,18860,163838,20135,1670852,273860,2147545,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,371.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/invest-in-yourself/,17322,163838,20135,132398,273860,607553,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,372.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/kevin-michael-geary-a-hidden-history-of-hate-racism-and-bigotry/,24405,163838,20135,1023752,273860,1505990,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,430.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/leafly-reviews-wordpress-plugin/,16637,163838,20135,156172,273860,630642,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,414.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/leap-the-code-of-extreme-leadership/,22929,163838,20135,2099226,273860,2579988,17,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,398.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/making-up-for-lost-time/,17080,163838,20135,118056,273860,592969,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,251.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/mnml-free-minimalist-wordpress-theme/,14708,163838,20135,269378,273860,741919,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,337.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/my-brothers-keeper-sons-of-anarchy-fanfiction/,13372,163838,20135,153700,273860,624905,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,322.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/my-development-projects/,16425,163838,20135,153700,273860,627958,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,325.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/open-source-is-anarchism-in-action/,14923,163838,20135,746748,273860,1219504,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,354.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/organized-chaos/,14313,163838,20135,118056,273860,590202,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,251.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/patience/,14331,163838,20135,153700,273860,625864,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,219.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/peddle-free-wordpress-theme-for-easy-digital-downloads/,17621,163838,20135,157924,273860,633378,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,232.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/plan-prompt-publish-a-practical-guide-to-creating-beautifully-useful-content-with-ai/,17291,163838,20135,838464,273860,1313588,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,247.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/projects/,12780,163838,20135,132398,273860,603011,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,219.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/projects/agents-sdk/,10875,163838,20135,153700,273860,622408,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,190.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/projects/dispatch/,10803,163838,20135,153700,273860,622336,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,218.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/projects/kujo/,11093,163838,20135,153700,273860,622626,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,218.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/projects/lens/,10510,163838,20135,153700,273860,622043,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,203.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/projects/sitekit/,10804,163838,20135,153700,273860,622337,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,308.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/projects/ssg/,10882,163838,20135,153700,273860,622415,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,293.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,15274,163838,20135,1476114,273860,1949221,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,279.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/relentless/,16675,163838,20135,132398,273860,606906,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,338.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/rethinking-keyword-research-in-the-age-of-ai/,17732,163838,20135,1946616,273860,2422181,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,342.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/reusable-flask-error-handling-a-step-by-step-guide-to-modular-http-error-responses/,18147,163838,20135,118056,273860,594036,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,327.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/run-a-tor-relay/,19451,163838,20135,415242,273860,892526,18,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,312.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/say-goodbye-to-wordpress/,17550,163838,20135,1021038,273860,1496421,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,312.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/set-featured-images-programatically-wordpress/,13836,163838,20135,4056414,273860,4528083,13,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,249.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/slackedd/,15311,163838,20135,227160,273860,700304,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,235.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing/,14130,163838,20135,132398,273860,604361,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,249.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,17005,163838,20135,153700,273860,628538,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,190.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford/,20289,163838,20135,19948620,273860,20426742,19,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,188.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/tag/,11262,163838,20135,118056,273860,587151,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,281.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/tag/ai/,10059,163838,20135,153700,273860,621592,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,267.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/tag/archive/,8428,163838,20135,153700,273860,619961,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,266.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/tag/engineering/,9506,163838,20135,153700,273860,621039,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,377.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/tag/essays/,8264,163838,20135,153700,273860,619797,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,407.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/tag/woocommerce/,12197,163838,20135,153700,273860,623730,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,378.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/tag/wordpress/,21892,163838,20135,153700,273860,633425,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,346.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/thank-you-wordpress/,13687,163838,20135,118056,273860,589576,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,373.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,17626,163838,20135,153700,273860,629159,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,328.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,15761,163838,20135,5733448,273860,6207042,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,344.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/tools-and-workflows-for-formatting-visuals-and-citations/,19630,163838,20135,860610,273860,1338073,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,300.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/twitter-marketing/,22151,163838,20135,584410,273860,1064394,19,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,299.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/two-years-building-wp-dispensary/,25061,163838,20135,220104,273860,702998,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,215.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/use-ai-to-create-your-own-wwf-action-figure-blister-packs/,14732,163838,20135,1529538,273860,2002103,13,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,229.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/what-makes-content-beautifully-useful/,19087,163838,20135,885802,273860,1362722,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,268.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/why-wordpress-plugin-developers-need-security-audits/,18821,163838,20135,2506286,273860,2982940,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,252.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/woocommerce-dispensary-details-plugin/,15116,163838,20135,2842958,273860,3315907,18,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,322.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/wordpress-custom-post-types-code-snippets/,17973,163838,20135,132398,273860,608204,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,233.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/wordpress-plugin-security-is-a-joke-and-youre-the-punchline/,16995,163838,20135,1641732,273860,2116560,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,204.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/wordpress-woocommerce-plugins-i-will-no-longer-maintain/,20697,163838,20135,132398,273860,610928,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,262.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/wp-dispensary-v2/,16808,163838,20135,1074388,273860,1549029,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,275.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/wp-dispensary/,14928,163838,20135,311672,273860,784433,18,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,288.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/wp-townhall-13-the-debate-kevin-geary-doesnt-want-you-to-see/,13999,163838,20135,153700,273860,625532,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,304.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/wtf-is-wordpress/,27459,163838,20135,2908432,273860,3393724,18,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,304.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/zero-cool-cli-a-hackers-terminal-from-1995/,18468,163838,20135,1651078,273860,2127379,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,284.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
